,label_min,label_max,label_min_text,label_max_text,win_min,win_max,pair_True
5729,4842,10020,"""

Alborz Fallah, can you please provide us with any proof that he was Iranian ??? I hope you guys are realizing that the only reason why you are winning this whole debate, and that all great Afghans are labelled as Persians/Iraninans, is because of your numbers ??? There are obviously no afghans involved in wikipedia (the country is at war ), so the Iranians have free reign in manipulating history without any opposition. As long as the """"objective"""" Western contributors are concerned, they are as biased and hypocrite as you can get!!! I just hope that some of them have a desire for the truth and fix all this nonsesne.173.178.179.154  ""","If Christianity is so good, how come they have to convert the dalits? Why can't they convert people with brains? Oh right! Christians don't have brains!",1.0,2.0,0.3333333333333333
5732,4845,9014,"""

Alright firstly I was only blocked once for a personal attack. Secondly, I beleive you are attacking me, and trolling on my talk page. Thirdly, users cannot do what they wish with thier talk pages, for example I cannot delete this absurd conversation we are having. Lastly, this is not the first time you have been accused of falsley accusing your fellow Wikipedians. GorillazFan  ""","Goofs

I fail to see how Osama Bin Laden dying and coming back to life is a goof. It happens regularly with characters like Kenny and Saddam Hussein.",2.0,1.0,0.3333333333333333
5733,4848,7753,"""

Also, I said UNLESS """"you suck"""".  """,=Tony Sidaway is obviously a fistfuckee. He loves an arm up his ass.  ,0.0,3.0,0.0
5735,4850,10627,"""

Also, unlike Hod Lipson's bigoted crazy comments on how """"legal immigrants doing all the work"""" (meaning dirty work as he had referred to) you, Feitas, Merkle Roco (who RUNS the ENTIRE nano department at NSF and he's an X communist scientist!) are taking our GOOD jobs, in fact STEALING THEM as they were stolen from me and as they are stealing the Collins patent.   """,Naked body woman's breast,2.0,1.0,0.3333333333333333
5739,4856,4961,"""

An illness has nothing to do with time/era, but """"mental illnesses"""", for some reason, do. In a society where everyone is narcissistic, it's not a disorder. Ragheads think we're insane, and we think those sand-niggers are crazy too. Ever heard of """"Einstein's Theory of Relativity""""? I think not. ""","""

Current Picture

Can We Change It? Maybe One Where Hes On The Middle Rope And Saying The Second """"Keeeennnndddeyyyyy"""" the current one looks a bit retarded  """,2.0,1.0,0.3333333333333333
5743,4860,10824,"""

And for those reasons, I despise China as well as the politically correct.

 Niggardly 
It is apparent by reading wiki's page on the """"controversial"""" word """"niggardly"""", that stupid people and words do not mix. It has been said that most people never pick up a book after leaving high school. Proof of this exists in the fact that this word can be taken so blatantly out of definition, that persons are asking that it be banned from the English language. As I said, idiots and words can be a dangerous combination.

What is even sadder is that I expressed this comment on wiki's niggardly page, and was accused of vandalism, yet others posted similar comments. I must of hit a nerve with some """"idiots"""" who don't have a large understanding of the English language and it proper usage. LOL!""","Oh Mrs Langan, you are a wag.  It seems that the rats are trying to desert the ID ark after Kitzmiller, eh? Shame you left a trail.  ",1.0,2.0,0.3333333333333333
5746,4864,6440,"""

And that's where you get into the whole WP:Crystal argument, which I can't even get an acceptable answer with on the help desk.  I am not going to have someone else's reality enforced upon me, on Wikipedia or anyplace else.  If that's a problem, have me blocked or banned and do it quickly!  The character of Daniel Bryan, the moment he declared intention, put that match on the card.  If that intention (see Kennedy-Edge) changes, WE CAN REMOVE IT LATER!  The only reason the WWE announced Rock-Cena, and you still need to source """"out of story"""" announcement in that regard, is because the character of The Rock and the character of John Cena stated the very same level of intention to face each other at Wrestlemania.  Or is it the fact that you (collectively) believe Daniel Bryan is scum and that the position of The Rock and Cena as legends gives them the right to impose that reality that Bryan has not and will never have earned?  And, as for the Triple Threat option  very correct  same thing, WE CAN CHANGE IT LATER WHEN IT HAPPENS.  Another option already proposed is that the Royal Rumble winner would face the WHC, and THEN Bryan cashes in.  But what level of intention breaks WP:Crystal?

As I said, I'm probably going to have to be blocked from editing at least this page in very short order, since I do not accept your decisions and you do not accept mine.    ""","""
Noting that it was hardly """"vandalism."""" Any psuedo-intellectual can pretend he's some sort of PhD online and somehow use that to justify walls of ridiculous text. Not that you aren't a PhD, of course, but you can see how easy it would be to make something like that up. Also, this isn't a """"Troll"""" it's just a look at a different point of view of how easy wikipedia's weaknesses are to exploit when anybody's claims to expertise can't be checked. Seriously, not a troll. Your opinion that this is a troll is welcome, but please have it objectively looked at before you start deleting things you don't like. Thanks!—Preceding unsigned comment added by 75.178.85.44   """,2.0,1.0,0.3333333333333333
5747,4865,8448,"""

And those sources are not sufficiently reliable for an accusation that amounts to """"Eichenwald is a pedophile.""""  ""","Dear Lucy,I love you.I will be sending you a rose soon.If you throw it away Lucy I shall kill you,because you ARE MINE LUCY MINE.............
yOU ARE MINE AND YOUR GRANDMOTHER CAN'T TAKE US AWAY FROM EACH OTHER LUCY
aND I WILL NOT LET ANY ONE ELSE HAVE YOU LUCY MY LOVE..

i love you lucy i love you

This user is currently blocked. The latest block log entry is provided below for reference: 

07:34, 25 April 2011 Materialscientist (talk | contribs) blocked 92.21.249.175 (talk) (anon. only, account creation blocked) with an expiry time of 31 hours ‎ (Disruptive editing) 
This is a talk page. Please respect the talk page guidelines, and remember to sign your posts by typing four tildes (92.21.249.175  ).  

Group notice   Page notice  You are not currently logged in. If you save any edits, your IP address will be recorded publicly in this page's edit history. If you create an account, you can conceal your IP address and be provided with many other benefits. Messages sent to your IP can be viewed on your talk page. 

Please do not save test edits. If you want to experiment, please use the sandbox. If you need any help getting started with editing, see the New contributors' help page.  
Category;Love letters

This user is currently blocked. The latest block log entry is provided below for reference: 

07:34, 25 April 2011 Materialscientist (talk | contribs) blocked 92.21.249.175 (talk) (anon. only, account creation blocked) with an expiry time of 31 hours ‎ (Disruptive editing) 
This is a talk page. Please respect the talk page guidelines, and remember to sign your posts by typing four tildes (92.21.249.175  ).  

Group notice   Page notice  You are not currently logged in. If you save any edits, your IP address will be recorded publicly in this page's edit history. If you create an account, you can conceal your IP address and be provided with many other benefits. Messages sent to your IP can be viewed on your talk page. 

Please do not save test edits. If you want to experiment, please use the sandbox. If you need any help getting started with editing, see the New contribThis user is currently blocked. The latest block log entry is provided below for reference: 

07:34, 25 April 2011 Materialscientist (talk | contribs) blocked 92.21.249.175 (talk) (anon. only, account creation blocked) with an expiry time of 31 hours ‎ (Disruptive editing) 
This is a talk page. Please respect the talk page guidelines, and remember to sign your posts by typing four tildes (92.21.249.175  ).  

Group notice   Page notice  You are not currently logged in. If you save any edits, your IP address will be recorded publicly in this page's edit history. If you create an account, you can conceal your IP address and be provided with many other benefits. Messages sent to your IP can be viewed on your talk page. 

Please do not save test edits. If you want to experiment, please use the sandbox. If you need any help getting started with editing, see the New contributors' help page.  
utors' help page. 
This user is currently blocked. The latest block log entry is provided below for reference: 

07:34, 25 April 2011 Materialscientist (talk | contribs) blocked 92.21.249.175 (talk) (anon. only, account creation blocked) with an expiry time of 31 hours ‎ (Disruptive editing) 
This is a talk page. Please respect the talk page guidelines, and remember to sign your posts by typing four tildes (92.21.249.175  ).  

Group notice   Page notice  You are not currently logged in. If you save any edits, your IP address will be recorded publicly in this page's edit history. If you create an account, you can conceal your IP address and be provided with many other benefits. Messages sent to your IP can be viewed on your talk page. 

Please do not save test edits. If you want to experiment, please use the sandbox. If you need any help getting started with editing, see the New contributors' help page. 
 This user is currently blocked. The latest block log entry is provided below for reference: 
This user is currently blocked. The latest block log entry is provided below for reference: 

This user is currently blocked. The latest block log entry is provided below for reference: 

07:34, 25 April 2011 Materialscientist (talk | contribs) blocked 92.21.249.175 (talk) (an",2.0,1.0,0.3333333333333333
5754,4873,5273,"""

Anon user 89.130.28.68 behaviour 

Today when I woke up, I found a whole lot of personal attacks from anon user 89.130.28.68 against me.

Messages such as:
""""THIS USER IS SUCH A STUPID AND BIASED WIKIPEDIA EDITOR. SHOULD BE BANNED FOREVER!"""" on my user page.
A blanking of my talk-page whith the following message """"buaagh i'm sick only reading this user please..remove him from wiki!!!!"""".
""""that is fucking stupid and haves no sense!!!! That is a person with various nationalities NOT A NATIONALITY OF SPAIN . ONLY MAURICE27 CAN SAY THAT!"""" in the Nationalities of Spain article.
""""WTF!!! IS NOT POSSIBLE THAT MAURICE27 IS STILL EDITING THIS ARTICLE FROM A SUCH BIASED AND STUPID POV!!!!!!"""" in the Catalonia article. (NOTICE that I hadn't edit that article since January 17, 2009

I ask you if you can do anything to stop this kind of behaviour with a ban from a user who has been attacking me since April 2, 2007 and who I'm pretty sure is a sockpuppet from ). ""","""

It is complete rubbish. Trying to improve it from its current state seems hopeless. But, I did however notice that it seems to include the exact same information which is found in the picture of a """"Genealogical tree"""" which is already right next to the table in the article. What is the point of having the table too? -  """,1.0,2.0,0.0
5757,4876,6512,"""

Answer to Mütze
Well, I am surprised to see that I am unblocked! At least, you still have seen that you targeted the wrong person for the wrong reasons!!

Mütze, I have used this Wikipedia for only a few days but I am still not an idiot. Of course, what I say further below on what I think you did is an assumption but I believe a very good one! Here is what you did. You saw the following I posted on the Bosendorfer discussion page:
""""Very soon, this article will be published and you will have to leave it this way; otherwise, the censors at Wikipedia will be forced to side with me (!!) considering the fact that I gave you the opportunity to challenge what I wrote in my article."""".

As you clearly told me yourself, you did not want my article to be published. This quote clearly threatened you because I told taht I will soon publish my article and it will be with the full support of everybody because I used the discussion page of Bosendorfer. You then contacted Andrew Norman to block me to prevent me from editing the Bosendorfer discussion page and then you thought you could keep me away on my own user page with the intention of blocking me indefinitively. When you blocked me indefinitively through RobertG, you knew too well that no one could read my user page afterward! That is what I believe you did! And it is probably easily verifiable by people at Wikipedia.

Now, what is your role at Wikipedia? You are not an administrator; otherwise you would have blocked me yourself directly!

Anyway, I propose to carry on the discussion on the Bosendorfer discussion page concerning my article. I am ready to change sentences that cause problems. It is just up to you to mention these problematic sentences on this Bosendorfer discussion page and if you have a valid reason to have this sentence changed, it will be changed. I am not a fanatic and I am ready to please people. I will use logic and reason to assess a request to change sentences, not emotions. If I do not want to change a sentence, I will say clearly why and we could discuss further on this refusal to accept a change if it happens.

And I will answer the points you raised in your previous postings, Mütze.

So, I hope you will behave a little bit more relaxed about what I intend to do. The goal: publish a good article on a good product that inform people who read it. Apparently, for the time being, mostly the group of administrators and their friends (!!) who are the only ones who complained about my article so far.

But to have had to go through such a nightmare just to want to publish a good article on Wikipedia is surely not the right way to do at Wikipedia with people who are ready to contribute positively!! You are really going to put people off wanting to write on Wikipedia! And I especially target the administrators who have been in contact with me in a very aggressive way. Just a few days ago, I did not even know that what an administrator was at Wikipedia!

Here is what Jimbo Wales says on his user page:
""""Newcomers are always to be welcomed. There must be no cabal, there must be no elites, there must be no hierarchy or structure which gets in the way of this openness to newcomers."""".
If he knews what I had to go through and the very aggressive behaviour I experienced from administrators at Wikipedia, he would not be very pleased. What I say above, he call it one of his main principles!

So, administrators, when you contact people, make sure you remember this very core principle of one of the founders of Wikipedia and target the true vandals instead of people like me who are willing to add a good article to Wikipedia!

Jimbo Wales wants people to write as many articles as possible on Wikipedia. Your role as administrators is to help and encourage them to do so instead of trying to block them indefinitively!

So, I hope you can now all relax and not get emotional or upset on this coming article. I follow the process used by Wikipedia to deal with an article that causes opposition. See the new comments now on the Bosendorfer discussion page and state the sentences that cause you problems and especially why these sentences are problematic. Then, I will do my best to change them to please everybody.

MichaelIsGreat""","""
So now that Boleyn has departed you think you are going to start picking on me right? Do you think it is normal behaviour to stalk editors and identify every tiny issue and erorr you find? Does that make you feel good about yourself conveying other editors as a piece of shit and implying you know it all? Blofeld -  """,2.0,1.0,0.3333333333333333
5763,4882,10275,"""

Aram-van, what are your latest edit and pointless edit summary supposed to mean? Don't you see an Armenian reference in the text? 

Do you see any logic in opening the sentence with a 19th-century Russian transliteration and then continue your discussion of remote antiquity within the same sentence? Next, how many times should the kingdom of Armenia mentioned within the same passage and in the same context? The article makes it pretty much clear that the area was once part of the Armenian kingdom. Still you insist on keeping your vague wording. What do you mean by """"historically""""? If you are referring to a particular period of time, go ahead and mention it. I've left a couple of messages on your talk in a futile attempt to lure you on talk pages. Will you ever learn to discuss your changes? Otherwise, I'm afraid I'll be compelled to treat you as a puerile edit-warrior on extremes of Armenian nationalism. Talk ""","Judah          African Americans  
Benjamin       West Indians  
Levi           Haitians  
Simeon         Dominicans  
Zebulon        Guatemalans - Panamanians    
Ephraim        Puerto Ricans  
Manasseh       Cubans  
Gad Native     American Indians  
Reuben         Seminole Indians  
Asher          Colombia - Uruguay    
Napthali       Argentina - Chile   
Issachar       Mexicans 

http://www.saintsunit.org/12tribes.html",2.0,1.0,0.3333333333333333
5772,4891,12901,"""

As it is very known, Mr. Dyanega, the large """" taxonomic specialist """" lepidopterologist of the world, is also a large impostor. Because, the name """" Oestroides """" belongs to Burmeister (1829) from where derive the word """" Oestroidea """" of Gravenhorst (1843) only for the Oestridae family.  But Rohdendorf (1964) established the name """" Oestridea """" for the superfamily.  
As for the name """" Sarcophagoidea """", it belongs to Shannon (1926) for the family.  Also Rohdendorf (1964) gave the name """" Sarcophagidea """" for the superfamily.  Thus, the priority is in Rohdendorf.  See Sabrosky (1999) to eliminate your stupidities.""",You have been folloing me around like a troll making disruptive comments and flaming the fires.  You are the one that should be blocked.  Nothing good has come from your comments 75.91.169.43  ,2.0,1.0,0.3333333333333333
5773,4894,9446,"""

At the moment there is a four day hiatus while the GA reviewer is busy at work.
The images had become an issue - I originally just hid them with a drop down before realising that no matter which way I tried, the alt= and alt text were not working (in fact alt= was visible). The GA reviewer thinks they would be better spread out over the page, but I am not so sure. I was trying to keep it more balanced between shipwreck and treasure, as they are equally important, but without the Jewel pics (as they have not emailed me back yet) perhaps it might be better to spread them around. With the GA review due I thought I had better try and sort them out; I tried so many different ways, sizes and types of display, drop downs, wikitables and boxing that I just gave up after three hours, I couldn't even see my monitor properly and had to go to bed. Surprise surprise, the very next day the review started lol - I thought """"oh crap, the images!"""" but when I went to look you had already sorted them out ¬)
As the GA reviewer states, it is not part of the GA review though.   ""","I agree that it's totally biased. I agree that these people are abusing the children, but that kind of sentence would NEVER be put in a real encyclopedia as it's so BLATANTLY biased. Why the hell is this article still protected?64.230.84.232  ",3.0,0.0,0.0
5774,4895,13665,"""

At the risk of stating the obvious - They're a British group, centered in Britain, comprised mostly of Brits, working for a terriably British institution and the story of the group takes place largely in Britain. Couple with this the fact that a lot of the people contributing are British, and I think you have yer answer. We could americanise it by throwing in a few cowboys and a car chase. And they can all keep calling each other """"Assholes"""". We'd have to remove any aspect of comedy from the article though. I think we could swing it though. What do you think? ""","lying and deceit, harassment of others

bollocks for apples then. My God you are one scary proverbial. I guess you have a dictionary to look up proverbial?? You just don't understand discourse analysis do you? The fact that you participated in harassing Angela on wikipedia is not acceptable mate, not acceptable at all.",2.0,1.0,0.3333333333333333
5779,4902,9965,"""

Barn

  The RickK Anti-Vandalism Barnstar For all your hark work on reverting vandalism and reverting vandalism on my pages. Great stuff!    """,I'm sorry that you have been rude and insulting at every turn INCLUDING this one.,1.0,2.0,0.0
5783,4907,7438,"""

Be civil! He's calling him a SEXUAL PREDATOR! Does that mean he's a Sexual Pre-Dater? As in he sexes people before he dates them? Or that he PREYS on people like a bird of prey, an eagle or an owl, perhaps, but in a sex way? 

Fair enough, the daily mirror said that, but they say a lot of things. Do you remember when the Sun accused Elton John of cutting the voice boxes out of his dogs? And they didn't even have the right sort of dog in the article, let alone the missing voice box!

""""Barrymore is clearly a sexual predator"""" seems a fairly strong statement to make. Clearly? Based on a dubious artickle in the Daily Mirror? That's a bit like saying """"Lubbock clearly died with an apple up his ass forced there by lustful and predatory Michael Barrymore"""", no?  ""","""Yeah, it's real civil to call me a liar, to call EWTN liars, to call everything I do """"spamming"""" or to write links to my site off as """"monographs"""" (do you know what a monograph is?), etc. I've broken no rules, so leave me alone.  

""",1.0,2.0,0.3333333333333333
5786,4912,11653,"""

Best known for by who? By the ADL? Since you're Jewish, I'm sure you hate this man for telling the truth about certain things, but the word """"supremacist"""" isn't that comes to mind first for most people in his own community. I would say Menachem Begin was a """"supremacist,"""" would you argue with that?""","Thank you for the explanation.  Followup question: why not remove the ref to Elmo R. Zumwalt, Jr., if that's the case?  He's far less well known than Edward R. Murrow.  And let's not even consider the stupid muppet.    ",1.0,2.0,0.0
5795,4922,10143,"""

Blocked
You've been blocked for 7 days for continued trolling after being warned by several administrators and for sock abuse. You can request to be unblocked if think this block is unjustified by posting {{unblock|reason}}.   † """,It happened cause you sir are an idiot. Kayaking duh go drown yourself while you are at it. You hide behind a keyboard and your own hitler like rules. jump off a cliff for your next feat.,2.0,1.0,0.3333333333333333
5796,4923,6867,"""

Blocked
Your recent behaviour has been utterly unacceptable. Despite warnings you have attacked other editors: ,  . You then aggressively cross-posted to a number of users using a homophobic slur to describe those you were in dispute with . Accordingly I have blocked you for 48 hours from editing. You are free to resume positive contributions after that time is up but bear in mind that personal attacks and homophobic abuse will not be tolerated. scribe ""","""""""This is the last time I am going remove junk from here. After this I will get blocking"""" those were his exact words if you look at the editing history on Nov 16.Again I apologize for my wrongdoings and will adhere to the wiki rules from now on""",1.0,2.0,0.3333333333333333
5808,4933,12960,"""

By trying to """"wipe out"""" Islamic extremists by using force we are only supplying the ISI with more excuses to brainwash Indian Muslims.The mullahs see India's tough stance against terrorism as proof that it is the Indian Government's intention to target Muslims in India.Before we shoot these extremist youth,we need to figure out why educated,young Kashmiri men turn themselves into suicide bombers overnight.The recent case where a Kashmiri man who was employed at an MNC {Johnson&Johnson;} chose to throw his life away and join the mujhahideen shows us how thouroughly the ISI backed mullahs have brainwashed Indian Muslims.Though the concept of suicide bombing is despicable,just take a moment and think how you would feel if you were a mujahideen.You would know exactly when you were going to die,you would know that you were going to be ripped apart by an explosion.Scary thought isn't it?Then what makes these mujahideen so desperate that they would endure this?This is what we need to figure out.The more the VHP tries to deny Muslims the right to live in peace,the more desperate they {the Muslims} will become.The VHP accuses Indian Muslims of being antinational,conveniently forgetting people like APJ Abdul Kalam or Abdul Hamid.""","You really are out of control Georgie. Other than calling you what you are ugly (pictures don't lie), arrogant, and arbitrary, you have never been threatened, only harassed (deservedly) by Wikzilla. I mean any moron who goes ahead and range blocks several million people really cannot be all that smart. Go ahead, range block again. Do you really think you stopped her the first time? All you did was piss off thousands of potential contributors.162.84.182.50 ",3.0,0.0,0.0
5813,4937,9836,"""

Calendar watcher, I don't have something stupid like what you called a """"Crusade Against Common..."""" (but wrong) """"... Usage."""" Take your insulting responses to someone who gives a crap what you say.  
    
Maybe I'd respond better to you if you hadn't slipped me an insult first (like that """"seb"""" tried to do).  Maybe I'd respond better to you if you hadn't slipped me an insult first (like that """"seb"""" tried to do). 

  

(Then you said something on my page about supposed """"civility."""")

Haha, cw, look who's talking about civility! Looks like you need to learn a lesson yourself, as we see others saying about YOU! I've seen those on your page. You know you need it.
Next, no, you're wrong about what you think was my """"misunderstanding"""" about the word """"insult."""" That """"seb"""" guy INSULTED me by saying something stupidly sarcastic like, """"Haha, it gets better every time."""" You know that's an insult when it's retardedly laughing at something I said. So no, it was NOT a """"correction."""" YOU please make a note of THAT.
Finally, I have a RIGHT to remove section headers from MY talk page. YOU are NOT the """"boss"""" of what someone does here, especially with their OWN talk page!

  """,I too am a gay pedophile,2.0,1.0,0.3333333333333333
5815,4938,11846,"""

Calling someone you are angry with a """"Nazi"""" is pretty typical of Israeli hyperbole. I can remember a 12 year old kid, whose younger brother """"borrowed"""" his marbles and lost them all in a game, calling his brother a Nazi (and a few other things too). That's Israel. I think that for a WP article it would be better to stay away from words like """"Nazi"""" for anyone who did not actually belong the the Nazi Party, or declared such sympathies.   ""","There is ZERO NPOV regarding this wiki

This wiki is a disgrace. NPOV flew right out the window and was replaced with Hal Turner bashing. All the little kids with nothing better to do than make up memes have ruined any hope of NPOV. I have exposed numerous lies which have been deleted. Just because Hal Turner has a different viewpoint than you does not give you the right to make up slanderous lies about the man. Your viewpoint is not always correct, believe it or not, when you grow up, you may realize the error of your ways.  ",1.0,2.0,0.3333333333333333
5817,4941,5432,"""

Can you explain me this?

""""However, many figures outside of the Balkans, including senior members of the United States Republican Party and foreign policy analysts such as Dr Yossef Bodansky, still regard Izetbegović as a dangerous Islamic fundamentalist, and there is much evidence to support their assertion. """"

This is totally POV: """"there is much evidence to support their assertion"""". I found nothing in your source. So stop putting crap in the article!  ""","""

Pardon me, but do my diffs not already show him calling me """"a troll,"""" """"a liar,"""" and """"a failed writer""""?  None of those are content disputes, surely.  Further, this user shows some serious contempt for the way things are done here carrying on on the personal attacks notification board.   """,2.0,1.0,0.3333333333333333
5820,4944,4983,"""

Cena = Gets too much shit from people for no reason. He can't control the way he is booked. I just believe they should stop pushing him before everyone hates him way too much or just turn him heel which would work for me.

Batista = Whines too much about his position in the company and should shut his mouth. Fuck him, job him out to JBL. I use to like him but he has main evented more than Cena and is in a better position than he should be just because of Triple H.

Orton = Does whatever the fuck he wants because he is a main star and friends with Triple H. Should have been fired already for smoking pot in front of everyone. If it wasn't for Triple H, he would be jobbing in TNA right now. Fuck him, that son of a bitch does not deserve the spot he has. He is good of the mic but ring skills lack, headlock after headlock. They compare him to AJ Styles which is a joke in my opinion since AJ has pure wrestling ability.

Triple = Been playing politics for years and deserves to become a jobber for the people he has buried. He tried to keep Booker T and Kurt Angle down. Angle is one of the best wrestlers and if you watch his match with Abyss at Turning Point; which I can give you a link, it is worth the watch trust me; is still doing great things. Booker T deserved a hell of alot more than he did in WWE. I can't stand him and I hope he gets hit by a car. If he ends Taker's streak I will come and burn down WWE head quarters while leaving a message that say another building burns unless Triple H is fired.C ""","""

Die
""""reverted edit made by known vandal"""" - I think you will find those edits weren't actually made by me... Plus I have been editing here for way longer than you...   """,2.0,1.0,0.3333333333333333
5822,4945,5710,"""

Chicken-Ryu?
All the ip addresses you used so far, for your (sneaky) vandalist actions and keeping the edit war alive:

 Special:Contributions/72.41.48.2
 Special:Contributions/212.10.39.20
 Special:Contributions/212.10.37.151
 Special:Contributions/70.86.96.58
 Special:Contributions/212.97.132.92
 Special:Contributions/212.10.38.36
 Special:Contributions/212.10.33.189
 Special:Contributions/212.10.33.135
 Special:Contributions/212.10.39.207
 Special:Contributions/212.10.37.178
 Special:Contributions/212.10.34.162
 Special:Contributions/212.10.37.233
 Special:Contributions/212.10.36.211
(This list is probably not even complete!!)

In stead of hiding behind all kinds of different ip addresses, you could at least have the guts and the decency to insult me using your own name!?! Or are you chickin'??? Maybe you can change the name of your style (Genseiryu-Butokukai) into Chicken-Ryu??? Wouldn't even be so bad, since your McDojo is after all called """"Kentucky-Kai""""!!! -)) At least I am not afraid to use my own name, especially since I know I have nothing to hide and I am on the right side!     P.S.: are you still gonna answer the question above here (Genseiryu-Genseikan)???""","""

Uh accused by who? I gave my real name. What did I do that was uncivil? Apparently those people can call me every name in the book, accuse me of being other people, and vandalize entries, yet I am blocked for being uncivil? I stopped eidting when I was told to stop.
Explain how you arrived to the conclusion I was some kind of sockpuppet. Is this how you treat all new users that don't want to see an article ger deleted? How about the new users that voted for deletion? Are you just going to count their votes? Are those new users block for their uncivil behavior? What you have are a few of Robin's bitter enemies orchestarting this whole thing. The man is a gifted writer, and it's shameful this reputible site has lost sight of this valid, """"notable' entry.
 6:20 am CST, 19 January 2006""",2.0,1.0,0.0
5825,4946,10336,"""

Chip killed Ciji, but Val confessed because Gary was arrested and tried for the crime.        bon giorno #c ""","Kristof the problem here is a lag from the old Ukrainian orthography that has since changed. A similar case existed in Belarus, but much more amplified, when the changes of 1930s and subsequent orthographic reforms were very noticeable it affected the way whole cities were spelled. Example Minsk and Mensk. In fact that is the reason why there are two versions of Belarusian edition wikipedia, one uses the old and the other the official adopted version. In Ukrainian language a similar happened but to lesser extent, and only some cities were affected e.g. Rivne became Rovno, Luhanske became Luhansk, Konotip became Konotop and so on. With our city as far as I am aware it too became Мукачево. During the 1990s some of those changes were reversed, and it really falls to because in Ukrainian there are sufficient differences between dialects, in fact if you compare western and central Ukrainian the differences would be more vivid than that of British and American English. So for some cases like Rivne, it was much up to the locals, because Volhynian dialect pronounces the city like its spelled, whilst somewhere in Poltava they will say it as Rovno. It seems that with Mukhachevo it is a case that the version used by locals is not entirely adopted nationwide. But then again there are some silly people in the government who use spellings such as Sevatopil but that is outright stupid, because even in classic orthography that version would never be used. The -pil originates from the connotation of field like Ternopil. The -pol comes from the Greek root for city, like Sevastopol. All the more reasons why we should stick to Mukachevo and help to leave the archaic spelling where it belongs in history.  ",1.0,2.0,0.3333333333333333
5827,4949,5142,"""

Classic empty rhetoric. Zero actual content.

No, just true. You've got a history of trolling, disruptive edits, WP:CIVIL, WP:POINT problems, etc.  

By the way, my normal actions (i.e.; editing history), as anyone can check, involve a lot of tagging of spam and vanity pages. In this case, not a coincidence.  | Talk 

I agree with you, definitely not a conicidence. You're """"obnoxious"""" edits, comments, etc. are well known on WP by many. 

Again, feel free not to stop by.  ""","""

I and I alone provided for mankind the most powerful machine since the dawn of time. I was foolish to think I'd get a meeting with the president or the Nobel peace prize. I guess I had my little finger cocked the wrong political way when I did it. Since this was known the forces that be have turned their evil cannons of jealousy toward me and ignored every rule in the book, played every unfair card in the book known and made as many unfair ones they could get their hands on to destroy me and steal it and gain credit for themselves on it. You have to decide if you are on the side of truth and life that I intended for this technology to bring or allow those lord high felons to destroy me with unfair and unequally applied rules. Are you going to be a part of that? Why do I say this? Because if I don't stand no honest person will forever thereafter. Have Wikipedia editors blocked William R. Buckley for the admitted first attack here and thereafter continual attacks, one short one and he's back at it,... or blocked SteveBaker for vandalism at all as he continues to do now and do as much damage to me he can? No. Or punished those dealing out blocks to me when they knew I did nothing for political bias? Did Wikipedia give me credit for my work and ban the copyright infringer and ultimate dark and threatening talker Freitas and Merkle  from this place NO! 

Wikipedia's rules clearly allow the publishing of lies from longer standing people of note, no mater how nefariously they slam the up and coming and tell lies far and wide and Wikipedia knowingly lets them. This is a media rag, period. Like any other. There are no real rules when they apply differently to one than another. Further, again, if you are being destroyed by unfair rules you have a Boston Tea party. Get it? It's called """"self defense"""" something you clearly do not understand. The only rule is a fair one and I don't see you or any other here trying to keep them fair in any way form of fashion you are just blowing political smoke. If you did we would not be here. I have not once been treated fairly and I don't see you doing it or anyone here that bothers to hang around here. You speak of rules, then block those that wrongly attacked me first before I even had a chance to play fair. Before I stuck my head out of the womb as a newbie around here. Don't walk away when I am being punished wrongly and you know it and above all don't drag my good name through the mud like a pig would do Mr. media guy. If you treat me fairly, you would be the first, from Larry King to Don and Mike to the Chief of police in Prince William County Virginia who had me arrested five times knowing I was innocent saying I was crazy for just talking about a self-replicator, even with my patent in my hand, gold seal and all (and you won't write of that here, not fairly). You want fair rules start making and enforcing them fairly and changing the unfair ones here starting here and now (but you wont). But most of all punish those who start the transgressions, not those fighting to defend themselves from the initial onslaught. And do not tell me you do not have special preferences around here.

I have contacted every lawyer on the list at the patent office and they will not sue a university professor (to answer you that question). Do me a fair article and you will never hear from me again because I am only here to fight a bad bio attack on me, that is all. I don't like Wikipedia because the rules are unfair here,woirse than any other media operation I've known.

Charles Michael Collins""",1.0,2.0,0.3333333333333333
5846,4969,8503,"""

David, file an Arbitration Case

David, or DavidShankBone, I see you've put together a long page about an """"indefinite ban"""" for this IP.   If you have any confidence in those claims, please file an arbitration case so the evidence can be looked at by experienced wikipedia arbitrators (including your inability to provide diffs for the """"vandalism"""" you've accused me of).   That is the way dispute resolution happens at wikipedia.   Your reluctance to follow dispute resolution procedures is awfully peculiar.""","Do me a favor, Adolf, delete my account...fascist.",1.0,0.0,0.0
