sentence,nes
The performances of 217 incident AD cases from the Baltimore Longitudinal Study of Aging BLSA were aligned based on the time that AD was first diagnosed,O O O O O O O O O B I I I I I O O O O O O O O O O O
Participants derived from the Baltimore Longitudinal Study of Aging BLSA which is a prospective study of community dwelling volunteers initiated by the National Institute on Aging in 1958,O O O O B I I I I I O O O O O O O O O O O O O O O O O O
In a community sample drawn from the Baltimore Longitudinal Study of Aging BLSA we examined whether BDNF plasma concentration was associated with rates of age related change in cognitive performance n 429 and regional brain volume n 59,O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O
However in all of these patients analysis of the respective carotid artery provided sufficient data for inclusion in the analysis,O O O O O O O O O O O O O O O O O O O O
The x axes of Figures 1A and 1B correspond to the hierarchical spatial scales at which this study was conducted i,O O O O O O O O O O O O O O O O O O O O O
In comparison with the Baltimore Longitudinal Study of Aging BLSA 9 the results in the present study were worse to various extent than those in the BLSA at any frequency or in any generation except at 8000 Hz in males in their 40s and 50s,O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
9 percent of families with children never receive welfare benefits and appear in the administrative data only through their family tax and child care benefit records,O O O O O O O O O O O O O O O O O O O O O O O O O O
We apply this method to simulated multi subject data and the ADNI data where we find evidence of nonstationary spatial correlation and that properly accounting for this dependence improves fit,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Casey Ripke Huston 2005 and at least one cross sectional study found that participation in community sponsored activities is associated with better educational outcomes than participation in school sponsored activities Brown Evans 2002,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
None of these methods is without error and it is important to acquire data measured directly for geographic areas of interest in an assessment e,O O O O O O O O O O O O O O O O O O O O O O O O O
In none of the reports were covariates used in the statistical comparison of IGF2 ApaI genotype groups 1 2 12 as was done in the present study although their most recent work 2 included an analysis of other sequence variants in the IGF2 gene that were associated independently with BMI,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
These data demonstrate the specificity of 11A1 for the A structure with a turn at positions 22 and 23 and stabilized with a redox reaction of Tyr 10 and Met 35,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Similar to the four marsh type classification the agreement between the classification and reference data was significantly greater than zero Z 7,O O O O O O O O O O O O O O O O O O O O O O
This is accomplished through applications of the SLOSH model developed by Jelesnianski Jarvinen and Lawrence 1985,O O O O O O O B I O O O O O O O
Data were collected between July 2007 and November 2011,O O O O O O O O O
2003 using public school data from Texas took a different approach by using fixed effects to isolate the peer effect from other confounding influences,O O O O O O O O O O O O O O O O O O O O O O O O
One prospective study that investigated the relation of total NSAIDS which included both aspirin and nonaspirin NSAIDs with prostate cancer reported a strong inverse association OR 0,O O O O O O O O O O O O O O O O O O O O O O O O O O O
Additionally the best track data 32 including observed TC track size minimum SLP and maximum surface wind speed from both HKO and China Meteorological Administration CMA are used here to evaluate the performance of WRF simulations on TC,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2012 in the ADNI data analysis which is detailed below,O O O O O O O O O O
Using the 1988 National Education Longitudinal Study NELS Manlove et al,O O O B I I I O O O O
Here we extend those findings of Sojkova and colleagues 37 by examining the correspondence between regional PiB retention as opposed to mean cortical DVR with regionmatched quantitative immunohistological assessments of Ab and NFTs as opposed to semi quantitative CERAD description and regional brain atrophy in six older Baltimore Longitudinal Study of Aging BLSA participants,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I O
This is a longitudinal study of normal aging conducted by the National Institute on Aging with subjects 65 years of age and older enrolled in a prospective autopsy program,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Although grades by topic are not reported in the MTF numerous studies especially those using the National Education Longitudinal Study show that boys continue to maintain an advantage in math test scores but not in math grades especially at the high end of the distribution,O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O
Data from the National Education Longitudinal Study 1988Study 94 1996 was used to examine participation in secondary vocational education work experiences and postsecondary aspirations of high school seniors in 1992 on the basis of disadvantaged status,O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
To this end the Sea Lake and Overland Surges from Hurricanes SLOSH model was developed by the National Weather Service NWS in the 1970s and remains the operational storm surge model of the National Hurricane Center NHC today 17,O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O
Participants were included in the current analyses if they were over the age of 50 had undergone a DTI scan between 2009 and 2016 and had concurrent neuropsychological data,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The himan experiments have been performed on the Alzheimers Disease Neuroimaging Initiative ADNI dataset publicly available 3,O O O O O O O O B I I I O O O O O
We have developed a new method to obtain optimal designs for longitudinal data by considering such data to be instances of functional data i,O O O O O O O O O O O O O O O O O O O O O O O O
coastline SLOSH model simulations are used to provide guidance to NHC forecasters emergency managers and other government officials through various products,O B I O O O O O O O O O O O O O O O O O O
Mark Long 2004b uses data from the National Education Longitudinal Study NELS and documents that there would be substantial changes in the racial composition of universities following the elimination of affirmative action even holding application behavior constant,O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O
It is an alternative of another data sampling boosting algorithm called SMOTEBoost 21 which uses an oversampling technique creating new minority class examples by extrapolating between existing examples combined with boosting technique,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
SLOSH model output accuracy varies from 5 to 20 percent depending on the accuracy of high water mark data National Oceanic and Atmospheric Administration NOAA 2013,B I O O O O O O O O O O O O O O O O O O O O O O O O
Participants were part of the Baltimore Longitudinal Study of Aging BLSA an ongoing multidisciplinary study of aging implemented by the National Institute on Aging,O O O O O B I I I I I O O O O O O O O O O O O O
Future research would benefit from replicating and modifying the study with socio economic controls,O O O O O O O O O O O O O O
A recent report from the Baltimore Longitudinal Study of Aging BLSA 2 found that aortic PWV and carotid AI increased progressively with age in 50 healthy females 26 to 96 years in whom only modest age related increases in blood pressure were observed,O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The results are also in line with those in Skuterud 2005 who fi nds Sunday shopping deregulation increases employment in retail using data from Canada,O O O O O O O O O O O O O O O O O O O O O O O O O
To test this hypothesis in addition to the traditional TD acquired over the body surface we estimated linear TD using anatomical landmarks on computed tomography CT scout images unaffected by central obesity in participants of the Baltimore Longitudinal Study of Aging BLSA,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I
In this example we use data from the base year of the National Education Longitudinal Study of 1988 NELS 88,O O O O O O O O O O O O B I I I O O O O
This study was conducted on subjects from the Baltimore Longitudinal Study of Aging BLSA,O O O O O O O O B I I I I I
Both the study reported here and the NLTS study Wagner et al,O O O O O O O O O O O O
Because of the clustered nature of the data and our interest in estimating school effects we estimate two level random effects models with students nested in schools,O O O O O O O O O O O O O O O O O O O O O O O O O O O
This is due to the assumption that all agents informed of success complete college with certainty while in the data failure rates remain above zero for all groups,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
This study hypothesized that a thermosensor s may detect temperature drop in the environment to initiate longevity signaling thereby actively promoting lifespan at low temperatures,O O O O O O O O O O O O O O O O O O O O O O O O O
17 18 In a cross sectional analysis of the Baltimore Longitudinal Study of Aging BLSA the clustering of components of MetS exerted a synergistic effect on vascular stiffness that was more than the effect of individual components of MetS,O O O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O
the application of the SLOSH model 20 in the US,O O O O B I O O O O
To conclude our review we critique the existing literature and outline the contributions of our study,O O O O O O O O O O O O O O O O
To scientifically and visually evaluate the potential error also found in the elevation data a Monte Carlo error model was also applied,O O O O O O O O O O O O O O O O O O O O O O
The downloaded data are reprojected to a locally accurate map projection and interpolated,O O O O O O O O O O O O O
They include inter agency cooperation and collaboration breadth of product realizing a vision of Landsat TM making land cover change information common innovation and relevance a well developed remote sensing research component to support product development and contribution of essential data to an active and growing applied research community,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The Baltimore Longitudinal Study of Aging BLSA is a prospective study of community dwelling volunteers who were healthy at the time of enrollment the study has been conducted by the National Institute on Aging without interruption since 1958 21,O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Landings data were adjusted for fishing effort by calculating the weight of crabs landed per trip kg trip 1,O O O O O O O O O O O O O O O O O O O
This study examines two important and related dimensions of the persisting gender gap in science technology engineering and mathematics STEM bachelor degrees First the life course timing of a stable gender gap in STEM orientation and second variations in the gender gap across high schools,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The NLSY97 is a recent cohort of college graduates compared to the NLSY79 or the National Education Longitudinal Study of 1988 which is important given the change in both college attendance and public private behavior displayed in Figure 1 and Table 1,O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O
1996 analyzing the National Education Longitudinal Study NELS data found that the gains lower ability students experience when they share classes with higher ability students are offset by nearly identical declines among the higherability students,O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In the present study 14,O O O O O
We then analyzed data from the Beginning Postsecondary Student Longitudinal Study BPS 90 92 to further understand the final outcomes of the choice process for various students likelihood of attending their first choice institutions and students decisions to attend an institution with high tuition,O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The goal of constructing the RSF is to train a model that learns from the available functional and baseline covariates in the cohort such that the model can be used to make risk predictions for new patients conditioning on partially observed data,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
15 using the same targeted metabolomics platform utilized in the index study 13 AbsoluteIDQ p180 assay BIOCRATES Life Science AG Innsbruck Austria,O O O O O O O O O O O O O O O O O O O O O O
As input to the parametric wind models we used the HURDAT2 data 48 which consists of 6h temporal data for storm center location lon lat maximum sustained 1 min surface wind speed kt central pressure mbar and the mean radial distance to the 34 50 and 64 kt wind lines around the TC center,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
We conducted a stratified random sample from the IPEDS database,O O O O O O O O O O
We assayed metabolite concentrations from nearly 800 serial serum samples and found that we were unable to replicate the high performance metrics of the 10 metabolite panel in the sample of 28 converters reported in the index study,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Data used in the preparation of this article were obtained from the Alzheimers Disease Neuroimaging Initiative ADNI database adni,O O O O O O O O O O O O B I I I O O O
The Baltimore Longitudinal Study of Aging BLSA is a multidisciplinary observational study of the physiological and psychological aspects of human aging and diseases and conditions that increase with age,O B I I I I I O O O O O O O O O O O O O O O O O O O O O O
The method is supposed to work equally well with functional and structural MRI data and no prior knowledge about the type of connectivity is required only examples of brain connectivity matrices of two groups are needed,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The aim of the present study was to investigate the association between the AD risk variant rs3818361 SNP in CR1 and brain amyloid burden in nondemented older individuals within the neuroimaging substudy of the Baltimore Longitudinal Study of Aging BLSA NI 8,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I O O
The National Longitudinal Study of Youth National Longitudinal Study of Adolescent Health Panel Study of Income Dynamics and National Education Longitudinal Study are just a few of the more frequently analyzed datasets in sociology,O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O
In this study we use data from the Baltimore Longitudinal Study of Aging BLSA to evaluate visual proprioceptive hearing and vestibular function in relation to age and with respect to one another,O O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O
Section II describes the data used in the analysis and the process of identifying mixed race individuals,O O O O O O O O O O O O O O O O O
This pattern was observed for both the transition to first marriage and the first cohabitation data files,O O O O O O O O O O O O O O O O O
The simulations reveal bias in the SLOSH model at the study sites,O O O O O O B I O O O O
The data were analyzed in 4 stages,O O O O O O O
In the Baltimore Longitudinal Study of Aging BLSA it was shown that memory performance predicted future Alzheimer s dementia sensitively and early in the decline while measures on executive dysfunction become more discriminating toward the time of diagnosis Rubin et al,O O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The discrepancy between modeled and observed flooding magnitudes likely arose from uncertainties in the SLOSH model input,O O O O O O O O O O O O O O B I O
gov surveys hsb and the National Education Longitudinal Study of 1988 NELS88 http nces,O O O O O B I I I O O O O O
The effect of eighth graders locus of control on their subsequent decisions to complete high school and to attend college is empirically examined using the National Education Longitudinal Study,O O O O O O O O O O O O O O O O O O O O O O O O O B I I I
Statistical analysis is carried out on the empirical data,O O O O O O O O O
Sanz de Galdeano and Vuri 2007 draw upon data from the National Education Longitudinal Study,O O O O O O O O O O O B I I I
2001 for example use data from the National Education Longitudinal Study NELS to show that adolescent drug use reduces subsequent years of schooling by around one year on average,O O O O O O O B I I I O O O O O O O O O O O O O O O O O O
An international comparative study collaborating with the Baltimore Longitudinal Study of Aging BLSA at the National Institute on Aging NIA in the U,O O O O O O O B I I I I I O O O O O O O O O O
We have previously reported cross sectional age differences and 4 year longitudinal age changes in mean cortical thickness within eight sulcal regions in a subset of 35 older adults from the Baltimore Longitudinal Study of Aging BLSA,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I
Gaviria and Raphael 2001 and Kawaguchi 2004 use the National Education Longitudinal Study NELS dataset and the National Longitudinal Survey Youth 97 NLSY97 dataset respectively to study peer effects on youth behaviors of high school students e,O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O
2 Dataset 2 TADPOLE This dataset 18 is derived from the Alzheimers Disease Neuroimaging Initiative ADNI database adni,O O O O O O O O O O O B I I I O O O
Data for the current study come from the National Education Longitudinal Study NELS a project designed to provide data on students experiences as they leave elementary school and progress through secondary and postsecondary education or their careers 64,O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O
Adjusting for smoking in the current study did not change the results,O O O O O O O O O O O O
We also present classification results of AD versus NC obtained on the Bordeaux dataset,O O O O O O O O O O O O O O
In a representative example Bailey Kienzl and Marcotte 2004 performed Mincerian analyses of returns to community college credentials using three separate federal survey datasets High School Beyond or HS B the Beginning Postsecondary Students Longitudinal Study of 1989 or BPS89 and the National Education Longitudinal Study of 1988 or NELS88,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O
Keith Diamond Hallam Fine 2004 examined the longitudinal effects of completing homework either in school or out of school using the National Education Longitudinal Study NELS dataset,O O O O O O O O O O O O O O O O O O O O O B I I I O O
Being data driven the Program uses extensive Earth system and economic data and models to produce quantitative analysis and predictions of the risks of climate change and the challenges of limiting human influence on the environment essential knowledge for the international dialogue toward a global response to climate change,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Note that the SLOSH model is accurate to 20,O O O B I O O O O
With the gentamicin protocol established a more mechanistic study uncovered further aspects of kidney regeneration in the zebrafish Diep et al,O O O O O O O O O O O O O O O O O O O O O
Specifically it is not clear whether the SLOSH model can be improved by improving the wind field representation,O O O O O O O B I O O O O O O O O O
SLOSH model of the wind field of the 1893 hurricane Coch and Jarvinen 2000,B I O O O O O O O O O O O O
In the present prospective study the association between the use of CCB and the risk of developing AD was evaluated by self reported prospective data on medication use from the Baltimore Longitudinal Study of Aging BLSA,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I
Since the quality of features extracted by CNNs is proportional to the amount of training data and number of network layers 5 we anticipate that deeper variations of our architecture trained on more extensive subsets of the ADNI database will be able to achieve state of the art performance,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Missing data were imputed using regression analyses,O O O O O O O
The operating National Water Level Observation Network NWLON primary tide station at Elfin Cove AK 945 2634 served as control for datum determination NOAA 2009a b c,O O B I I I I O O O O O O O O O O O O O O O O O O O O
With higher resolution elevation data future work will be able to conduct a more thorough spatial analysis of the relative risks faced by specific areas of the delta,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The data used in the preparation of this study were obtained from the Alzheimers Disease Neuroimaging Initiative ADNI http adni,O O O O O O O O O O O O O B I I I O O O
These analyses used Wave 1 1997 data in which parents provided information about the disability status of their child as well as Wave 7 2003 data in which children were old enough to have completed high school and to have enrolled in postsecondary education,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In this study we analysed data from non targeted metabolomics to compare differences in neurotransmitters and neurotransmitter associated metabolite levels in brain tissue samples from the autopsy cohort of the Baltimore Longitudinal Study of Aging BLSA,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I
Much of this data was originally used for analysis in Bunya et al,O O O O O O O O O O O O O
Because we acquired data and transformed it independent of a single software program it was simple to identify problems at any stage of the workflow and make the necessary changes,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
17 The Sea Lake and Overland Surges from Hurricanes SLOSH model Jelesnianski et al,O O O O O O O O O B I O O O
In a cross sectional populationbased study in Sweden Hedblad et al,O O O O O O O O O O O
To get a sense of the magnitude in which unobserved factors may enter into the analysis I check the balance of the data before and after Katrina based on key demographic characteristics,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Many of these islands are known to be periodically inundated by the tides and thus were considered to be wetlands in the TM2000 data set,O O O O O O O O O O O O O O O O O O O O O O O O O
Data from the National Education Longitudinal Study NELS provides support for the second prediction of the intersectionality hypothesis regarding ethnic variation in women s STEM outcomes,O O O B I I I O O O O O O O O O O O O O O O O O O O
In a study of baccalaureate institutions Titus 2004 found that larger four year institutions have significant positive impacts on persistence explained by the belief that larger institutions have stronger institutional socialization capabilities and offer degrees possessing higher status,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
with testosterone patch replacement study in elderly men 70,O O O O O O O O O
The hypothesis that adipokines muscle mass and different patterns of regional adiposity independently affect glucose disposal in older persons was tested using cross sectional data from the Baltimore Longitudinal Study of Aging BLSA,O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I
We recruited familial control groups to primarily control for lifestyle variables and Baltimore Longitudinal Study of Aging BLSA control groups to effectively control for age gender composition and BMI influences,O O O O O O O O O O O O B I I I I I O O O O O O O O O O O O
SLOSH model simulated surge plus tides maximum height of inundation m AGL,B I O O O O O O O O O O
Figure 1 depicts the study area for this analysis,O O O O O O O O O
Data used in preparation of this article were obtained from the Alzheimers Disease Neuroimaging Initiative ADNI database adni,O O O O O O O O O O O B I I I O O O
In patients with relapsing remitting multiple sclerosis dimethyl fumarate reduced the formation of new inflammatory lesions in both a pilot study Schimrigk et al,O O O O O O O O O O O O O O O O O O O O O O O O
In this study a new process oriented technique accounting for the relationship between housing unit density and proximity to the coast was developed,O O O O O O O O O O O O O O O O O O O O O O O
study from Ogliastra province of Sardinia Italy 26 and Baltimore Longitudinal Study of Aging BLSA based in the Baltimore Washington DC area,O O O O O O O O O B I I I I I O O O O O O O
For example a recent study suggested that the sphingomyelin content of high density lipoproteins HDL increased with age and hypothesized that changes in HDL composition could be linked to changes in the atherogenic properties of HDL Holzer et al,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Data are from the High School Effectiveness Study combined with pre high school information from the National Education Longitudinal Study combined High School Effectiveness Study sample,O O O O O O O O O O O O O O O O B I I I O O O O O O
In a relatively large community sample drawn from the Baltimore Longitudinal Study of Aging BLSA we examine whether BDNF plasma concentration is associated with the Val66Met functional polymorphism of the BDNF gene n 335 and with depression related personality traits assessed with the NEO PI R n 391,O O O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The corresponding gene symbols of each protein module were analyzed for over representation of human gene ontologies within this database related to biological processes molecular functions and cellular compartments,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Landcover variables were derived from the NOAA C CAP 2006 landcover map and mapped at 30 m resolution,O O O O O O B I I O O O O O O O O O
However further subanalyses of the study seemed to support a potential for even further risk stratification and prolongation of screening time interval,O O O O O O O O O O O O O O O O O O O O O O
This type of panel analysis is possible because of a unique feature of the National Education Longitudinal Study of 1988 NELS 88,O O O O O O O O O O O O O O B I I I O O O O
13 showed that the NWS Sea Lake and Overland Surges from Hurricanes SLOSH model 14 could realistically simulate the Sandy water levels using an ensemble of tracks and intensities from the National Hurricane Center,O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O
The protocol was developed on datasets obtained from the Baltimore Longitudinal Study of Aging BLSA Ferrucci 2008 and Human Connectome Project HCP Van Essen et al,O O O O O O O O O B I I I I I O O O O O O O O O O O
The development of modern CV imaging techniques however has allowed studies like the Baltimore Longitudinal Study of Aging BLSA Framingham and others to recruit healthy populations that can be studied non invasively over long spans of time and thereby better separate the effects of aging from those of CV disease or lifestyle variables,O O O O O O O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The data used in this study is obtained from the Alzheimers Disease Neuroimaging Initiative ADNI public database Mueller et al,O O O O O O O O O O B I I I O O O O O O
the NOAA SLOSH model Jelesnianski et al,O O B I O O O
We examined whether variants in the serotonin transporter are associated with Neuroticism related traits in a large sample from a homogeneous population and in a longitudinal study,O O O O O O O O O O O O O O O O O O O O O O O O O O O
Because less than one third of the BPS sample reported SAT or ACT scores and because the BPS contains no other measures of ability prior to college entry this study utilizes student self reports of overall academic ability math ability and writing ability,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Participants were community dwelling volunteers drawn from the Baltimore Longitudinal Study of Aging BLSA an ongoing multidisciplinary study of aging,O O O O O O O O B I I I I I O O O O O O
The vector field of driving forces on a water surface is determined within the SLOSH model by a parametric hurricane model see Jelesnianski et al,O O O O O O O O O O O O O O B I O O O O O O O O O
Accretion rates for small creeks and lagoons were set to 0 mm year because of a lack of empirical data and to avoid additional uncertainty associated with modeling fluvial sediment discharge,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6 However similar associations with peripheral arterial disease PAD and cardiogenic stroke were no longer significant when subjects with known coronary artery disease were removed in a study population with age at onset before 70 years for men and before 75 years for women,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Compared to the data after all the modifications are implemented on average the model underestimates the maximum storm surges by 0,O O O O O O O O O O O O O O O O O O O O O
The hydrodynamic model results agreed well with tidal elevations recorded by a nearby NOAA tidal station and also field data collected by pressure sensors acoustic Doppler current profiler ADCP,O O O O O O O O O O O O O B I I O O O O O O O O O O O O O
In the present study we used the noninvasive techniques of carotid applanation tonometry9 and measurements of pulse wave velocity to define age associated changes in arterial stiffness in healthy men and women from the Baltimore Longitudinal Study of Aging BLSA,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I
These data can be used to map inundation areas and delineate flood boundaries,O O O O O O O O O O O O O
Whether a battery that included more sensitive measures of spatial memory and spatial cognition may have resulted in positive findings could not be evaluated in this study,O O O O O O O O O O O O O O O O O O O O O O O O O O O
The Baltimore Longitudinal Study of Aging BLSA is a prospective longitudinal study of aging,O B I I I I I O O O O O O O
2 F 3 We also control for school level characteristics by matching our sample to the NCES Common Core of Data CCD using school identifiers from the restricted use version of the PSID CDS,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Data flow proceeds vertically in the figure from networked resources along the bottom to application specific components higher in the diagram,O O O O O O O O O O O O O O O O O O O O O
t The government uses tax revenues to nance education subsidies t and nance exogenous government spending where the share of output gy Gt Yt commanded by the government is a parameter to be calibrated from the data,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
This longitudinal study used data from the Baltimore Longitudinal Study of Aging BLSA a prospective observational cohort study aimed at describing the effects of normal ageing on multiple aspects of the human anatomy and physiology,O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O O O O O
In this initial descriptive study we examined factors previously reported to be associated with each of these lipids to replicate previous findings and to ascertain longitudinal associations over an age range when chronic diseases start to emerge,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Future testing of the HAMMS using the same participants would confirm its utility in early disease detection disease progression and treatment efficacy but is beyond the scope of the current study,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Despite these research parameters this study does provide useful information regarding the work experiences and postsecondary aspirations of high school seniors,O O O O O O O O O O O O O O O O O O O O O
In a well known analysis of data from stored serum samples in the Baltimore Longitudinal Study of Aging BLSA Carter et al,O O O O O O O O O O O O O B I I I I I O O O
And these six hourly inputs are then interpolated into hourly data for driving the model,O O O O O O O O O O O O O O O
In their analysis of the National Education Longitudinal Study of 1988 NELS 88 Warren et al,O O O O O B I I I O O O O O O O
In ADNI dataset there were no missing values in N ijk or L ijk,O O O O O O O O O O O O O O
There is now accumulating evidence that low serum testosterone level is associated with type 2 diabetes with the data summarized in Table 2,O O O O O O O O O O O O O O O O O O O O O O O
This study was designed to examine the network of relations both direct and mediated among self system processes action and outcomes,O O O O O O O O O O O O O O O O O O O O O
While there have been improvements to the SLOSH model in terms of features such as barriers and 1 D channels the core of the computational model has seen very little change since its inception,O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O
However another study analyzed the data from the Baltimore Longitudinal Study of Aging BLSA and found that higher SUA was associated with greater increase in cfPWV in community dwelling elderly individuals 13,O O O O O O O O B I I I I I O O O O O O O O O O O O O O O O O O
The Baltimore Longitudinal Study of Aging BLSA is a prospective longitudinal cohort study of the effects of aging including effects on cognition and dementia,O B I I I I I O O O O O O O O O O O O O O O O O
The wind data extend much further inland than in the SLOSH model and vary more greatly by hurricane 4 Hurricane categories operate on a scale of 1 5 with five being the worst,O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O
In the SLOSH model the degree of rotation is considered negligible and V b is modeled as a variable fraction of the storm s translational speed where r is the radial distance from the center of the storm,O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The Baltimore Longitudinal Study of Aging BLSA is a prospective ongoing cohort study of community dwelling volunteer participants in Baltimore that began in 1958 and has been described in detail previously 23 24,O B I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O
In addition large data sets such as the National Education Longitudinal Study NELS data set a highly respected nationally representative student data set from which many of these studies were drawn generally do not distinguish between most of the major denominations within Protestantism,O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
We apply the SLOSH model as its developers suggest to define the potential maximum surge for a location when the precise landfall location is uncertain,O O O B I O O O O O O O O O O O O O O O O O O O O
In order to model hurricane storm surge to predict inundation heights and locations the National Weather Service NWS developed the Sea Lake Overland Surges from Hurricanes SLOSH model,O O O O O O O O O O O O O O O O O O O O O O O O O O B I
The comparison with the conventional AlexNet based network using data from the Alzheimers Disease Neuroimaging Initiative ADNI dataset http adni,O O O O O O O O O O O O B I I I O O O O
For this study each forest was grown using 500 trees and the square root of the number of available features which is the default value for the number of randomly selected variables,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
com c mci prediction 9 is based on the Kaggle machine learning platform and uses data from the Alzheimers Disease Neuroimaging Initiative ADNI http adni,O O O O O O O O O O O O O O O O O O B I I I O O O
We set up a finite volume model using a semi implicit Eulerian Lagrangian scheme on a base grid 200 m and a special feature of sub grids 10 m sourced with high resolution LiDAR data and bathymetry surveys,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the National Education Longitudinal Study Education Longitudinal Study and Early Childhood Longitudinal Study,O B I I I O O O O O O O O
Healthy subjects were recruited from the Baltimore Longitudinal Study of Aging BLSA a community dwelling panel of volunteers age 21 to 96 years 10,O O O O O O B I I I I I O O O O O O O O O O O O
temporal consistency in cortical thickness measurement which is crucial for longitudinal study,O O O O O O O O O O O O
The present study uses the Baltimore Longitudinal Study of Aging BLSA 8 to determine survival following the diagnosis of AD,O O O O O B I I I I I O O O O O O O O O
